tech,year,learning_rate,scenario,Remanufacturing,Manufacturing,Stockpile
solarPV,2030,LR3_5,scenario_min_min_high,100.0,74.29205275648009,40.0
solarPV,2035,LR3_5,scenario_min_min_high,195.2956090496564,137.39649777279507,47.35673735700476
solarPV,2040,LR3_5,scenario_min_min_high,266.34926098341157,209.50086819991978,47.35673735700476
solarPV,2025,LR3_5,scenario_min_avg_min,5.777708677120076,9.69941982687995,37.97087149599998
solarPV,2030,LR3_5,scenario_min_avg_min,100.0,74.29205275648015,40.0
solarPV,2035,LR3_5,scenario_min_avg_min,195.29560904965635,137.39649777279507,47.35673735700484
solarPV,2040,LR3_5,scenario_min_avg_min,265.76096767751864,209.36606874412442,47.35673735700484
solarPV,2025,LR3_5,scenario_min_avg_avg,5.7777086771200885,9.699419826879923,37.97087149599998
solarPV,2030,LR3_5,scenario_min_avg_avg,100.00000000000001,74.29205275648013,39.999999999999986
solarPV,2035,LR3_5,scenario_min_avg_avg,195.29560904965635,137.39649777279504,47.356737357004825
solarPV,2040,LR3_5,scenario_min_avg_avg,266.3155038651915,209.3660687441244,47.356737357004825
solarPV,2025,LR3_5,scenario_min_avg_high,5.77770867712007,9.699419826879948,37.97087149599998
solarPV,2030,LR3_5,scenario_min_avg_high,99.99999999999997,74.29205275648016,39.99999999999999
solarPV,2035,LR3_5,scenario_min_avg_high,195.29560904965635,137.39649777279507,47.35673735700482
solarPV,2040,LR3_5,scenario_min_avg_high,266.315503865191,209.36606874412442,47.35673735700482
solarPV,2025,LR3_5,scenario_min_high_min,5.777708677120307,9.699419826879726,37.970871495999965
solarPV,2030,LR3_5,scenario_min_high_min,100.00000000000024,74.29205275647993,40.0
solarPV,2035,LR3_5,scenario_min_high_min,195.29560904965638,137.39649777279507,47.35673735700473
solarPV,2040,LR3_5,scenario_min_high_min,265.13348542732075,210.36253331623183,47.35673735700473
solarPV,2025,LR3_5,scenario_min_high_avg,5.77770867712008,9.699419826879955,37.97087149599997
solarPV,2030,LR3_5,scenario_min_high_avg,100.0,74.29205275648016,40.0
solarPV,2035,LR3_5,scenario_min_high_avg,195.29560904965635,137.3964977727951,47.35673735700484
solarPV,2040,LR3_5,scenario_min_high_avg,265.76096767762783,209.36606874412442,47.35673735700484
solarPV,2025,LR3_5,scenario_min_high_high,5.777708677120153,9.699419826879847,37.97087149600001
solarPV,2030,LR3_5,scenario_min_high_high,100.00000000000004,74.29205275648013,40.0
solarPV,2035,LR3_5,scenario_min_high_high,195.29560904965638,137.39649777279504,47.35673735700475
solarPV,2040,LR3_5,scenario_min_high_high,265.76096767762783,209.3660687441244,47.35673735700475
solarPV,2025,LR3_5,scenario_avg_min_min,5.777708677119986,9.699419826880112,37.97087149599991
solarPV,2030,LR3_5,scenario_avg_min_min,100.00000000000001,83.51099454177292,39.999999999999936
solarPV,2035,LR3_5,scenario_avg_min_min,100.04078094791612,232.6513258745353,56.575679142297645
solarPV,2040,LR3_5,scenario_avg_min_min,100.04078094791612,382.2359116919244,56.575679142297645
solarPV,2025,LR3_5,scenario_avg_min_avg,5.777708677120078,9.699419826879955,37.97087149599997
solarPV,2030,LR3_5,scenario_avg_min_avg,99.99999999999999,83.51099454177293,40.0
solarPV,2035,LR3_5,scenario_avg_min_avg,100.04078094791609,232.6513258745353,56.575679142297716
solarPV,2040,LR3_5,scenario_avg_min_avg,100.04078094791609,382.242329486718,56.575679142297716
solarPV,2025,LR3_5,scenario_avg_min_high,5.777708677119979,9.699419826880124,37.97087149599989
